Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,930,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,TYTM TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,930Taxi
Taxi,6401,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"FREDERICK, CHRISTOPHER, FUGIEL CORPORATION",4027 N. KEDVALE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6401Taxi
Livery,7614,ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,PREMIER COACH INC,5325 N. FRANCISCO AVE.,CHICAGO,IL,60625,,,7614Livery
Taxi,1870,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,SAMUEL TAXI CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,DIS-AFFILIATED,Owner Manager,1870Taxi
Taxi,5365,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,BLESSING INC,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,5365Taxi
Taxi,1262,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,RACHEL TAXI INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,1262Taxi
Ambulance,721497,ACTIVE,MERCEDES,SPRINTER,2019,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721497Ambulance
Taxi,1689,SURRENDER,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,MICHAEL GIORGIS,7405 N. WESTERN AVE.,CHICAGO,IL,60645,Choice Taxi Association Inc,Choice Taxi Association,1689Taxi
Taxi,4093,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,PADI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4093Taxi
Taxi,6191,VIOLATION,TOYOTA,SCION,2011,WHITE,Gasoline,N,NAT MIKE CABS TWO INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,6191Taxi
Taxi,4228,VIOLATION,VOLKSWAGEN,ROUTAN,2012,WHITE,Gasoline,N,OSEM CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,4228Taxi
Taxi,2486,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,KAHSAY CAB CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Medallion Management Corp.,2486Taxi
Livery,7716,ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,MAGGIE DANIEL INC,7222 N. DAMEN AVE.,CHICAGO,IL,60645,,,7716Livery
Taxi,4255,ACTIVE,TOYOTA,CAMRY,2020,SILVER,Gasoline,N,"MAJA TRANS, INC",2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,4255Taxi
Livery,7719,RESERVED,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,EXECUTIVE ONE LIMOUSINE INC,6206 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,7719Livery
Taxi,3215,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,GERANIUM CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,3215Taxi
Livery,9615,INACTIVE,CADILLAC,XTS,2019,BLACK,Gasoline,N,YOUR ROYAL LIMO INC,6166 W. HIGGINS AVE.,CHICAGO,IL,60630,,,9615Livery
Livery,7149,INACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,JK & HK CORPORATION,6417 N. KEDZIE AVE.,CHICAGO,IL,60645,,,7149Livery
Livery,9598,INACTIVE,LINCOLN,CONTINENTAL,2019,BLACK,Gasoline,N,KYIALBEK MURZAEV,2624 W. CATALPA AVE.,CHICAGO,IL,60625,,,9598Livery
Taxi,6675,SURRENDER,DODGE,CARAVAN,2016,WHITE,Flex Fuel,N,SAALA INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,6675Taxi
Livery,7932,ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,DAVID S. MONSURATE,4920 N. MARINE DR.,CHICAGO,IL,60640,,,7932Livery
Taxi,2311,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,SHOKABAGO CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2311Taxi
Ambulance,5132,INACTIVE,,,,,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5132Ambulance
Livery,8042,ACTIVE,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,BLACK FLEET LIMOUSINE INC.,203 N. LA SALLE ST.,CHICAGO,IL,60601,,,8042Livery
Taxi,3838,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,"CHICAGO POLO IX, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3838Taxi
Taxi,3885,VIOLATION,HONDA,CRV,2014,WHITE,Gasoline,N,NIALIE CAB CO,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,3885Taxi
Livery,7419,ACTIVE,LINCOLN,CONTINENTAL,2018,BLACK,Gasoline,N,DDSSBOS LLC,2251 S. THROOP ST.,CHICAGO,IL,60608,,,7419Livery
Taxi,4116,VIOLATION,HONDA,ODYSSEY,2016,WHITE,Gasoline,N,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,4116Taxi
Taxi,242,ACTIVE,TOYOTA,RAV4,2015,WHITE,Gasoline,N,NABLUS CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,242Taxi
Medicar,6664,INACTIVE,FORD,E350,2007,,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6664Medicar
Ambulance,721498,ACTIVE,MERCEDES,SPRINTER,2019,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721498Ambulance
Taxi,6769,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SUCCESS CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,6769Taxi
Taxi,3805,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,KRASOTKA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,3805Taxi
Medicar,19232,INACTIVE,DODGE,GRAND CARAVAN,2014,SILVER,Gasoline,N,LSQ CORPORATION,810 W. GRACE ST.,CHICAGO,IL,60613,,,19232Medicar
Taxi,640,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,640Taxi
Taxi,4301,FORECLOSURE,FORD,ESCAPE,2012,WHITE,Hybrid,N,IAMA CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4301Taxi
Taxi,425,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,APRIL TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,425Taxi
Taxi,1646,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,TRUE TECH INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1646Taxi
Taxi,6827,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,METROPOLIS TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,6827Taxi
Taxi,3408,VIOLATION,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,RAHWA & BROS. CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,3408Taxi
Livery,9473,ACTIVE,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,ASAPLIVERYCHICAGO LLC,5584 N. NORTHWEST HWY.,CHICAGO,IL,60630,,,9473Livery
Ambulance,721499,ACTIVE,MERCEDES,SPRINTER,2019,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721499Ambulance
Taxi,2112,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SAIM SARWAR CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2112Taxi
Taxi,5546,VIOLATION,FORD,C-MAX,2013,WHITE,Hybrid,N,BLUE ICE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,5546Taxi
Ambulance,721506,ACTIVE,MERCEDES,SPRINTER,2019,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721506Ambulance
Livery,7664,VIOLATION,LINCOLN,MKT,2019,BLACK,Gasoline,N,MOUNT LIGHT ENTERPRISES INC.,6506 N. ALBANY AVE.,CHICAGO,IL,60645,,,7664Livery
Taxi,1411,ACTIVE,TOYOTA,CAMRY,2015,WHITE/GRAY,Hybrid,N,DESZY CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,1411Taxi
Livery,7286,ACTIVE,CADILLAC,XTS,2018,BLACK,Gasoline,N,CITYLIGHTS LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7286Livery
Taxi,303,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,N,MALTA CAB CORP,3452 N. ELSTON AVE.,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,303Taxi
Ambulance,5708,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5708Ambulance
Charter Sightseeing,7270,INACTIVE,NEOPLAN,TROLLEY,1984,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7270Charter Sightseeing
Ambulance,5586,INACTIVE,FORD,E350,2010,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5586Ambulance
Ambulance,5453,INACTIVE,FORD,E350,2001,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5453Ambulance
Taxi,1295,ACTIVE,TOYOTA,RAV4,2014,YELLOW,Gasoline,N,DOUJA M INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,1295Taxi
Taxi,3465,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,AMIR EXPRESS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,3465Taxi
Taxi,3143,REVOKED,DODGE,CARAVAN,2012,WHITE,Flex Fuel,N,DIAL CAB COMPANY,5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3143Taxi
Charter Sightseeing,15558,INACTIVE,MERCEDES,SPRINTER,2014,BLACK,Gasoline,N,TRAVELERS LIMOUSINE LTD,6548 N. GREENVIEW AVE.,CHICAGO,IL,60626,,,15558Charter Sightseeing
Taxi,4204,REVOKED,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,ZANTE CAB CO INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4204Taxi
Taxi,1163,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,REMZIJE CEKA,6538 N. DAMEN AVE.,CHICAGO,IL,60645,Independent2,Owner-Operator,1163Taxi
Taxi,2145,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,YASEEN CAB CO,2202 N. ROCKWELL ST.,CHICAGO,IL,60647,Flash Cab Co,Chicago Taxicab Management Inc.,2145Taxi
Taxi,5537,ACTIVE,FORD,FUSION,2018,BLUE,Hybrid,N,ADAMS TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,5537Taxi
Taxi,5686,ACTIVE,TOYOTA,SIENNA,2019,BLUE/WHITE,Gasoline,Y,EFFISCO CORP,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,5686Taxi
Livery,7653,ACTIVE,LINCOLN,MKT,2017,BLACK,Gasoline,N,ECHO LIMOUSINE INC,3821 N. NARRAGANSETT AVE.,CHICAGO,IL,60634,,,7653Livery
Livery,9229,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,MKA LIMOUSINE INC.,6030 N. WINCHESTER AVE.,CHICAGO,IL,60660,,,9229Livery
Taxi,3883,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,BELLA & IZA INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3883Taxi
Taxi,2663,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,"ANGELA TRANS, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,2663Taxi
Taxi,2611,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,DEFIANCE TAXI LLC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2611Taxi
Taxi,2561,VIOLATION,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,A & L CAB CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2561Taxi
Ambulance,5672,INACTIVE,FORD,E350,2008,PURPLE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5672Ambulance
Taxi,3863,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,SCORPION CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3863Taxi
Taxi,903,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",903Taxi
Taxi,2233,VIOLATION,DODGE,CARAVAN,2016,WHITE,Flex Fuel,Y,"OLAN CAB CO., INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",2233Taxi
Taxi,1825,VIOLATION,NISSAN,NV200,2014,WHITE,Gasoline,N,SULLIVAN TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,1825Taxi
Taxi,1185,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,LINCOLNSHIRE SERVICE I CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,1185Taxi
Taxi,3966,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,QUEENS HACKING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,3966Taxi
Taxi,3991,SURRENDER,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,"3991 TRANSPORT COMPANY, INC.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,3991Taxi
Charter Sightseeing,12967,INACTIVE,GMC,C5500,2007,WHITE,Gasoline,N,VISIONARY INDUSTRIES,2617 W. 43RD ST.,EVERGREEN PARK,IL,60632,,,12967Charter Sightseeing
Taxi,3990,ACTIVE,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,N,AXUM CORP,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,3990Taxi
Taxi,2907,ACTIVE,TOYOTA,CAMRY,2015,GRAY/WHITE,Hybrid,N,MODHISH INC.,6550 S. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,2907Taxi
Taxi,5688,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,TIRANANT SUMARNKANT,5036 N. SHERIDAN RD.,CHICAGO,IL,60640,DIS-AFFILIATED,Owner-Operator,5688Taxi
Taxi,3225,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,"Masters Medallion Management, LLC",3225Taxi
Ambulance,5610,INACTIVE,FORD,E350,2006,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5610Ambulance
Taxi,2374,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,MY CHASE TAXI INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,2374Taxi
Ambulance,5208,ACTIVE,CHEVROLET,EXPRESS,2009,WHITE/SILVER,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5208Ambulance
Charter Sightseeing,9694,INACTIVE,FORD,E350,2007,BLACK,Gasoline,N,TOWN & COUNTRY SYSTEMS CORP,858 W. ARMITAGE AVE.,CHICAGO,IL,60614,,,9694Charter Sightseeing
Taxi,4312,VIOLATION,FORD,ESCAPE,2010,WHITE,Hybrid,N,IAMA CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4312Taxi
Ambulance,5139,INACTIVE,,,,,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5139Ambulance
Taxi,1560,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"KALE TRANS, INC.",5765 N. LINCOLN AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,1560Taxi
Livery,7485,INACTIVE,AUDI,A6,2016,BLACK,Gasoline,N,EDRICE SIMMONS CONSULTING COMPANY LLC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7485Livery
Taxi,4259,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,FOUR SEASONS SHUTTLE INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,4259Taxi
Taxi,4318,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,SHEHADEH CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4318Taxi
Taxi,6863,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6863Taxi
Taxi,4772,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,"BOLAKO, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,4772Taxi
Taxi,6406,SURRENDER,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,"BOLAKO, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,6406Taxi
Medicar,6635,INACTIVE,FORD,E150,2008,WHITE,Gasoline,N,D AND R TRANSPORTATION INC,1965  GLENWOOD DYER RD.,LYNWOOD,IL,60411,,,6635Medicar
Medicar,12059,INACTIVE,FORD,FREESTAR,2004,,Gasoline,N,MCGEE'S TRANSPORTATION SERVICES INC,2650 W. MONROE ST.,CHICAGO,IL,60612,,,12059Medicar
Livery,9160,ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,"Sedan Limo Service, Inc",3341 N. KILDARE AVE.,CHICAGO,IL,60641,,,9160Livery
Taxi,5457,REVOKED,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,WS CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,5457Taxi
Livery,8233,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,QUADRI A-1 INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8233Livery
Ambulance,872516,INACTIVE,FORD,E350,2012,WHITE/RED/BLACK,Gasoline,N,1ST RESPONSE EMS INC.,6027 S. WENTWORTH AVE.,CHICAGO,IL,60621,,,872516Ambulance
Taxi,3082,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,N,CHARM CAB CORP.,3127 W. LELAND AVE.,CHICAGO,IL,60625,City Service Taxi Association,Owner-Operator,3082Taxi
Taxi,1000,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,MALATON INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1000Taxi
Taxi,4313,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,N,ULTRA INVESTMENT CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,4313Taxi
Taxi,5717,ACTIVE,TOYOTA,RAV4,2017,GRAY/WHITE,Hybrid,N,JORO CAB COMPANY INCORPORATED,7405 N. WESTERN AVE.,CHICAGO,IL,60645,Choice Taxi Association Inc,Owner-Operator,5717Taxi
Taxi,3173,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,LARISSA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,3173Taxi
Taxi,1354,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,N,BAIG ENTERPRISES INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,1354Taxi
Taxi,2925,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,LEMAJ INC,5136 N. WESTERN AVE.,CHICAGO,IL,60625,Flash Cab Co,Owner Manager,2925Taxi
Taxi,91,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SARDINIA ENTERPRISES INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,91Taxi
Livery,9302,ACTIVE,LINCOLN,NAVIGATOR,2020,BLACK,Gasoline,N,CHICAGO 247 LIMO INC,946 N. ORLEANS ST.,CHICAGO,IL,60610,,,9302Livery
Livery,7584,ACTIVE,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,DEREN LIMOUSINE INC,4258 N. ELSTON AVE.,CHICAGO,IL,60618,,,7584Livery
Taxi,4344,ACTIVE,TOYOTA,PRIUS,2020,WHITE,Hybrid,N,SOFIARAZA INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,4344Taxi
Livery,7795,ACTIVE,FORD,EXPEDITION,2021,BLACK,Gasoline,N,"Chicago A to Z Limo Service, Inc.",5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,7795Livery
Taxi,4231,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,ALQUSH CORP.,6611 N. CAMPBELL AVE.,CHICAGO,IL,60645,Independent1,Owner-Operator,4231Taxi
Taxi,6943,ACTIVE,TOYOTA,RAV4,2017,BLUE,Hybrid,N,"TUNS TRANS, INC",8220 S. COMMERCIAL AVE.,CHICAGO,IL,60617,INDEPENDENT4,Owner-Operator,6943Taxi
Taxi,1954,ACTIVE,TOYOTA,RAV4,2016,WHITE,Gasoline,N,ZONIC INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,1954Taxi
Charter Sightseeing,10202,INACTIVE,CHEVROLET,EXPRESS,2007,BLACK,Gasoline,N,"CHICAGO LIMOUSINE AND CARS, INC",5820 N. WESTERN AVE.,CHICAGO,IL,60659,,,10202Charter Sightseeing
Livery,8099,ACTIVE,CADILLAC,ESCALADE,2019,BLACK,Gasoline,N,STEFAN D NICOLAE,5032 N. DELPHIA AVE.,CHICAGO,IL,60656,,,8099Livery
Livery,9570,RESERVED,CADILLAC,ESCALADE ESV,2021,BLACK,Gasoline,N,EXPRESS LIMOUSINE & TRANSPORTATION INC,5819 W. EDDY ST.,CHICAGO,IL,60634,,,9570Livery
Medicar,5967,INACTIVE,FORD,E350,2006,SILVER,Gasoline,N,LAKE SHORE MEDICAR INC,2640 W. TOUHY AVE.,CHICAGO,IL,60645,,,5967Medicar
Taxi,2715,ACTIVE,TOYOTA,SIENNA,2019,BLUE/WHITE,Gasoline,Y,OTUMFOU CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,2715Taxi
Taxi,6656,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CARROLL AVENUE TAXI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,6656Taxi
Taxi,3367,ACTIVE,TOYOTA,CAMRY,2020,BLACK,Hybrid,N,M NOOR LLC,6510 N. MOZART ST.,CHICAGO,IL,60645,Independent1,Owner-Operator,3367Taxi
Taxi,6460,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,FARHAN TRANSPORTATION INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,6460Taxi
Taxi,1085,ACTIVE,TOYOTA,RAV4,2016,WHITE,Gasoline,N,N AND W CAB CO,4707 N. KENTON AVE.,CHICAGO,IL,60630,Independent1,Owner-Operator,1085Taxi
Taxi,472,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,472Taxi
Livery,8876,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,M FORD TRANSPORTATION,9707 S. SEELEY AVE.,CHICAGO,IL,60643,,,8876Livery
Taxi,4937,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,SECOND CITY TAXI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,4937Taxi
Livery,7845,ACTIVE,GMC,YUKON,2021,BLACK,Gasoline,N,STATE LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7845Livery
